did,name,version,status,format,file_id,default_target_attribute,upload_date,NumberOfInstances,NumberOfFeatures,NumberOfNumericFeatures,NumberOfSymbolicFeatures,dataset_md5_checksum,metadata_response_sha256
967,cars,2,active,ARFF,53501,binaryClass,2014-10-04T22:43:41,406,9,6,3,d3d787c3973b12482da38aa2d1dfc3ba,7a04cafe868a8c0e7210531dfb6fa02f875ccbd5aff34c8c4523f1ff303f6621
968,analcatdata_birthday,2,active,ARFF,53502,binaryClass,2014-10-04T22:43:44,365,4,1,3,d7f0863133875269ec02420736ae2edc,4affa31ed2cde42adad4ac1a144b72ce3482fd2342373a5b5da7719e8603c5f2
969,iris,3,active,ARFF,53503,binaryClass,2014-10-04T22:43:46,150,5,4,1,3e0be4e9694732e99f5ee550f20b8d58,296474f0de1edc369891b1afb45754b436250be91ff93529654e54041102adda
970,analcatdata_authorship,2,active,ARFF,53504,binaryClass,2014-10-04T22:43:47,841,71,70,1,7870ae98c27e430dc7fdfb7d29321b83,19e25cdbb40fb9fc7089e780493921685780cea6af63e2144a1f10a242cf4849
971,mfeat-fourier,2,active,ARFF,53505,binaryClass,2014-10-04T22:43:50,2000,77,76,1,06b447197469082cbe248622bf0463d4,e52e78869032a69e5c9f9d89efd62e84a57541352965a164bf4b0ee473c9ba0e
972,squash-stored,2,active,ARFF,53506,binaryClass,2014-10-04T22:43:52,52,25,21,4,59948a2b0d77799c333888eafb13baae,9eedf349379bdc4a67b7c5734a965bd25b4739a776438a516bb6a34db1968090
973,wine,2,active,ARFF,53507,binaryClass,2014-10-04T22:43:54,178,14,13,1,a3ad54e46c80dfc4d104cdb6d665519a,617080f3ba9f0a84f02535caf3d26c3de8238ae56dcee0f02b20f0a4e7fccff7
974,hayes-roth,2,active,ARFF,53508,binaryClass,2014-10-04T22:43:56,132,5,4,1,8ccba515bdbb0fee660e65f9ea97633e,ed51539c5e12423473579b6a143c277b5f4abd62d9f61ec45dccb35c63f945ca
975,autos,2,active,ARFF,53509,binaryClass,2014-10-04T22:43:58,205,26,15,11,02145f422e211b5e6a2a5acf669a6311,ec15c1dfd376b8d3aa2269de07fdaeddf587247d03648e2a83bfab16c4e14cfc
976,JapaneseVowels,2,active,ARFF,53510,binaryClass,2014-10-04T22:44:01,9961,15,14,1,bc0de751786d557417dcd8d7dbe25093,c6ca6104ae7bb0e6e2bb52e32f0517c1d1deff2cfc2d9e710a7ff9de1a63fe48
977,letter,2,active,ARFF,53511,binaryClass,2014-10-04T22:44:03,20000,17,16,1,94168a8d4f4a1fd2747504d8a22b4aa5,f2e74acabd5f01f739b48e9c8960abb195a11c0340736fe7e314f871adc7c6cb
978,mfeat-factors,2,active,ARFF,53512,binaryClass,2014-10-04T22:44:06,2000,217,216,1,031abad6bff085eba49c488e0c89a752,37ff3c9d43cca174f42e2a4a8db3f769120a94050fde40e00da9b11b2d61d683
979,waveform-5000,2,active,ARFF,53513,binaryClass,2014-10-04T22:44:08,5000,41,40,1,430dd9b6c22aaeed9d6b5c2e1d436901,d1b937cc9cc6d7eb7782331dd4bf5f37b273d699f052999af592d02490bd8fd4
980,optdigits,2,active,ARFF,53514,binaryClass,2014-10-04T22:44:11,5620,65,64,1,683501cdd928877edb52d18bbf38c6e2,dcb16b42bd469eab0309f4d78e6435334792fb27a4cb8fa02b3b91ca859fbb40
981,kdd_internet_usage,1,active,ARFF,53515,Who_Pays_for_Access_Work,2014-10-04T22:44:14,10108,69,0,69,6cbbf3afe80222226cef177c046381c1,47caf7d286b7598c76a12c27bf36302d24145b3415e0eb5b67a9b7e39703ee0c
982,heart-c,2,active,ARFF,53516,binaryClass,2014-10-04T22:44:16,303,14,6,8,9e9047829626dcfaf3a94c691d866b4c,edceb980dd21408d38835548760007b49046364afa52cf808e6f4f6bee0d48ea
983,cmc,2,active,ARFF,53517,binaryClass,2014-10-04T22:44:18,1473,10,2,8,413f84770f1cb0cea53f9c8d5821d4fb,6a4d98f192fc83910c3864cde2911c866663a5c9e0225ce58331a5c06da619c7
984,analcatdata_draft,2,active,ARFF,53518,binaryClass,2014-10-04T22:44:20,366,5,2,3,8a9e364eb2c2a686858f65c0daccefdb,abc3e6263da313c4c144936119fe2531c42490d5bc9bd6a5f0791952752b08cd
985,squash-unstored,2,active,ARFF,53519,binaryClass,2014-10-04T22:44:21,52,24,20,4,8762b026cc37e4caa8a0f2394001f86c,e36660a715a4d2b168a8c3de7fcebade33a0fabe50effa7a98e4c6804fca4ac2
986,analcatdata_marketing,2,active,ARFF,53520,binaryClass,2014-10-04T22:44:23,364,33,0,33,4635fc1aa6a87747a1ea4aee639aaad0,53ff38664d8c95d4c014d017e5b5c43459b84d54777b64d744e9a82db7b5a639
987,collins,2,active,ARFF,53521,binaryClass,2014-10-04T22:44:24,500,23,20,3,8ba47d91e102cc85865ca9d67dfbf21a,7011a88274211d469e4bf82ad2a8f23336a0e83ed9b0b45d816654878acff8b1
988,fl2000,2,active,ARFF,53522,binaryClass,2014-10-04T22:44:26,67,16,14,2,e2ba9c4318259cc0a43b1165b17bead5,d88c559d1da48196f2e686988147f6e5bd7e69b8ffe61eb8a44d79f75badf690
989,anneal,3,active,ARFF,53523,binaryClass,2014-10-04T22:44:28,898,39,6,33,1bacdad2dd7b8a6d54dc51a9f047ce8d,257e0f9ee755b7ec84788bdb379c523598bdb88d1a44e2ae5e8c101fe50c5fba
990,eucalyptus,2,active,ARFF,53524,binaryClass,2014-10-04T22:44:29,736,20,14,6,a0eab6ad42f21d877d752f0ae38d9baa,52c877d23ea672979f41527619b9af3085b98f2c5d868eea98a69e73591308b1
991,car,2,active,ARFF,53525,binaryClass,2014-10-04T22:44:31,1728,7,0,7,49c57b793eef1b8e55f297e5e019fdbf,dac233fdcb7052cbf6effb7b6fa063f519dadb07b03ae5768b13d8c0a0b639a9
992,analcatdata_broadway,2,active,ARFF,53526,binaryClass,2014-10-04T22:44:32,95,9,3,6,70b9c4250651629cf64c25a2ed8f3ea2,bf56ed0ad521642b7aa7117bf34ff25a8efbeb6c7b402c0ab6904850efd724b6
993,kdd_ipums_la_97-small,1,active,ARFF,53527,binaryClass,2014-10-04T22:44:36,7019,61,33,28,c6ceb667ffe850643c10782a98c62d5e,25e67cf30994ac889d2027dc1b6c6ff67353b42fd8bfd072df2f8cadf84e63f9
994,vehicle,2,active,ARFF,53528,binaryClass,2014-10-04T22:44:38,846,19,18,1,794181ea7870f5184a0953f0c1b2f332,fcd970070f42e01f5284eae88774c430df070a35ac6e0d79b3d6d3d1adddf3bb
995,mfeat-zernike,2,active,ARFF,53529,binaryClass,2014-10-04T22:44:40,2000,48,47,1,5eca39b2e10af256dccd79534ec0ea9f,21acee965252d0f070ab29d2d49840430a0652702792e499e27e54d600735126
996,prnn_fglass,2,active,ARFF,53530,binaryClass,2014-10-04T22:44:42,214,10,9,1,0f14b35efc955b38a114f33863929bfd,9baa3d6a5857abcf3554e84ecaa07328fc331fae14fe78be8df5d1da6a1b26aa
997,balance-scale,2,active,ARFF,53531,binaryClass,2014-10-04T22:44:43,625,5,4,1,9de2f80a9f9d0422621bae0acaa700d6,bdd97b47d5f86a96026b25a3246afea06dcdbba132f7a5068f13669e0b452bf6
998,analcatdata_bondrate,2,active,ARFF,53532,binaryClass,2014-10-04T22:44:45,57,11,4,7,43cfceada3ba5e39d8568dba5e880c33,f2d84392107ae56142fed51eabc8fa4497570551247bc08e38103c6006b1a045
999,audiology,2,active,ARFF,53533,binaryClass,2014-10-04T22:44:46,226,70,0,70,c60af1e6d8f51f4e27dde35d199d5bec,9b70db3d2cce07f56fbc941736636f263cf07e9baa7b2d10c78d2dbbd62b246e
1000,hypothyroid,2,active,ARFF,53534,binaryClass,2014-10-04T22:44:48,3772,30,7,23,69ae4de6f74f2335eaa5d88e96a3dc83,184a6bcaf503ce8b068f6042fa3980499bbcaccae6d74f5a6a6832c21d97a68a
1001,sponge,2,active,ARFF,53535,binaryClass,2014-10-04T22:44:49,76,45,0,45,6f8bf079c570cf48c97f6df55bf7ca9c,ec607d9d17c1052f1cce435d08e552a1eabd26e6defd63b97eccb0394bf104fc
1002,ipums_la_98-small,2,active,ARFF,53536,binaryClass,2014-10-04T22:44:53,7485,56,16,40,526d5994abb5d0204ce9ce7a747531ac,3a1e96ef84e11669dc44ead1015e3101adbaadc27b1de6bdc080898604e6f691
1003,primary-tumor,2,active,ARFF,53537,binaryClass,2014-10-04T22:44:55,339,18,0,18,22e5ca73045502ff417b24e6b4e4bb59,0c9c5fa441a086bd575ce67a790cdd2ca6184c6dcaa07b9b9aec18295e46e847
1004,synthetic_control,2,active,ARFF,53538,binaryClass,2014-10-04T22:44:57,600,61,60,1,6b32c8e447a9bd4292eecb95259f99f9,697af3ca0e3b80a5350d3ad9f64579b00520bafe3c09744f2ce1d48bff7c5935
1005,glass,2,active,ARFF,53539,binaryClass,2014-10-04T22:44:58,214,10,9,1,fc64f9dee6c411c1c42045fb19d0d019,242f814d3fe31ef25460c075048611f3ed5df8452e3c1d4133569d53c19fff7a
1006,lymph,2,active,ARFF,53540,binaryClass,2014-10-04T22:45:00,148,19,3,16,ab75e9036e80c0d9c8ab8b47fa30ba43,3c0b6378006c80dd89e23b708411e75a8e7302354eec82db86667cf0a3493256
1007,bridges,5,active,ARFF,53541,binaryClass,2014-10-04T22:45:01,107,12,3,9,c73b19f214f7733f207ce4d57cad7aed,b1548b0f3602660b62acd26f7594fbe0b125b06a8d2b63404e606c58a8111081
1008,analcatdata_reviewer,2,active,ARFF,53542,binaryClass,2014-10-04T22:45:03,379,8,0,8,38a7a8666286cb2275f7cec2f69a86b6,5d80ebf496b0d016a446bd6458722f3fea9bd31fff70bbd81d4f137c95d03d20
1009,white-clover,2,active,ARFF,53543,binaryClass,2014-10-04T22:45:05,63,32,27,5,081609d3405b3e6465194d18c76af9ce,d4b8796cba897a2886812b41c0b9629654828bfb2601b9d5429f8acf0d0741ef
1010,dermatology,2,active,ARFF,53544,binaryClass,2014-10-04T22:45:06,366,35,1,34,93df1027520ea91c774e9d8d56318384,59138145435a797fa0b1ad8413f00622244383af5b4aef8e0307e071d73ea846
1011,ecoli,2,active,ARFF,53545,binaryClass,2014-10-04T22:45:09,336,8,7,1,437aa5872c95b211c37f1a02d51f4763,f55afbc5fb651844f9bba8e79d3daa4be885233551036fbde36ecbc340cb72b6
1012,flags,2,active,ARFF,53546,binaryClass,2014-10-04T22:45:10,194,29,2,27,3b4c509b16e7cad3bf647a199dcc71ba,5de229e2977405b74e2291075bba51f9ba82378cc02763c75433a42b09148dca
1013,analcatdata_challenger,2,active,ARFF,53547,Damaged,2014-10-04T22:45:12,138,3,1,2,2b70b3dd8379ecd42e1bd07df11be117,6db27685be9ca3c6d7abc335d3f6959f5b9ec1525570724d0eb608151ef93b11
1014,analcatdata_dmft,2,active,ARFF,53548,binaryClass,2014-10-04T22:45:13,797,5,0,5,2122ba54e9a9680cbd9c00dee9e487f9,fe39cc425a312eb075971f7fe9c0496f5e001be1608d478ef225b4a9c39bec67
1015,confidence,2,active,ARFF,53549,binaryClass,2014-10-04T22:45:15,72,4,3,1,6af16434e146504458d0eaea5a1c5d06,cddc5f895c831a61d6a352c303ed9d8d7c506b65ce479758aa7536058be6ea04
1016,vowel,3,active,ARFF,53550,binaryClass,2014-10-04T22:45:16,990,14,10,4,f12a94aa087aea4e1653d09883ec32ff,376b278823d2f1b39f54563b74b6078788e8e37748d893bb12c5f0141e6b08a2
1017,arrhythmia,2,active,ARFF,53551,binaryClass,2014-10-04T22:45:18,452,280,206,74,a5ec1ccd1f413f848312215432d577fe,a5e76705c96129749d7b2fa679ffec4615c1522e607aac55f95cbb223e04cf19
1018,ipums_la_99-small,2,active,ARFF,53552,binaryClass,2014-10-04T22:45:23,8844,57,15,42,75d4952364077a3a4478c89b644fc7b2,0dfc1f62831e4a36b913872cca5874a41d1480170f885e1b92387bb4b3d6264d
1019,pendigits,2,active,ARFF,53553,binaryClass,2014-10-04T22:45:25,10992,17,16,1,763260e84e6f30ad7e58785dbaf3c216,4ffb0037eae6e2cbd9ab6575045cc8ac8778f8762cc4138462a609fe2356b15d
1020,mfeat-karhunen,2,active,ARFF,53554,binaryClass,2014-10-04T22:45:28,2000,65,64,1,1ad9590345e80906eddd8f1762ef2547,a7d6996a2aa82ad3b43868cd3aabfbf43ff9a72ddd91b93ef2723b12aaa248f8
1021,page-blocks,2,active,ARFF,53555,binaryClass,2014-10-04T22:45:30,5473,11,10,1,a997144676cabe5b9fdce9360dae4e88,f8f5e21a46573ed754d927539e0c271dae6f43f8215e3522c80bbebf5e2247b1
1022,mfeat-pixel,2,active,ARFF,53556,binaryClass,2014-10-04T22:45:33,2000,241,0,241,557d48376b21e1833f4876a0badbbe60,ec7bfad6b5ed9b8b30a9ed2a208465a4ad84a65f630af33da101e6a90cf26cbd
1023,soybean,2,active,ARFF,53557,binaryClass,2014-10-04T22:45:35,683,36,0,36,dcdc85c83471dbcfbbbf5df0a85b68d3,42185705b88a99b44be045012c06196eb57a09a2b68ae1c731dff90a0f03ce26
1024,cjs,2,active,ARFF,53558,binaryClass,2014-10-04T22:45:36,2796,35,32,3,2f8a4cae595b78810fc32a24f093517c,88323b52719f18335b45c0a77e372e44910b70f730c131c583204b3d32b411e7
1025,analcatdata_germangss,2,active,ARFF,53559,binaryClass,2014-10-04T22:45:38,400,6,0,6,cab3d56dd3786c3b1829042852752a8a,67ebb5391216f5c7712b591c869a78356294c18ababf980494ab491a5259d8da
1026,grub-damage,2,active,ARFF,53560,binaryClass,2014-10-04T22:45:40,155,9,2,7,6908c976138a23c3a44f022a636634b6,e6bba3baab910ccc525a2cf84a47fd9638b669ea591449bb955f6df0628bd9e9
1037,ada_prior,1,active,ARFF,53920,label,2014-10-06T23:55:58,4562,15,6,9,3dbd3c6d757143fa68493419b5d81c59,4127b8c96f8c566be151ee8ee886c4e9636be038201357fc8ae88359b03e080f
1038,gina_agnostic,1,active,ARFF,53921,label,2014-10-06T23:56:01,3468,971,970,1,e8b42f51e0a453e4b77c24f8e2569948,c48a60dc4c112a3fec76db676c921d9e228b9bdd39728d8e688a176e35cab0ed
1039,hiva_agnostic,1,active,ARFF,53922,label,2014-10-06T23:56:05,4229,1618,1617,1,d005920a0fe65396e8762bf282413c8d,601313d5150b2b58f48332fd4289538f00ba375c823d3087a6771ad38c74f561
1040,sylva_prior,1,active,ARFF,53923,label,2014-10-06T23:56:07,14395,109,108,1,c8bdcd06e7e17beb60fc122db7e8a9c2,1f81b776f657f0aa63c49718187b50135cdeeeb35356a115b6363458767b44aa
1042,gina_prior,1,active,ARFF,53925,label,2014-10-06T23:56:12,3468,785,784,1,19f4fc1e8f648c5b57ba8e7197ee703a,63572636ce4cf71bf3ffd5021daf37f5c812168385107b774c1e0a21f967776c
1045,kc1-top5,1,active,ARFF,53928,DL,2014-10-06T23:57:05,145,95,94,1,d5ca7c0eb9d3149ebd9c8f5b9be6bbf2,ac487e17ba803a0044ce7a2c4b137b8ed8f5b180751cb713b1d2ed3d21e783c9
1046,mozilla4,1,active,ARFF,53929,state,2014-10-06T23:57:07,15545,6,5,1,55aa6b33c54391f35bdd0f1c5a247c22,6f87edd03047cc95e2c4349536af679e33f27787f334350d6f6adf12c6f74cf9
1048,jEdit_4.2_4.3,1,active,ARFF,53931,Bug-count,2014-10-06T23:57:10,369,9,8,1,e337661fcba6fc8fa24805b0f5caed54,7eac8f7c9ba9e3f5048d0331664098a592b2baa66a86bbf803c23999df6af998
1049,pc4,1,active,ARFF,53932,c,2014-10-06T23:57:12,1458,38,37,1,907e332da09127c2b25620051ff7dbd3,9cdcc442b5cb329a104474b0b6437fd8ddbc3c8a1453cbac055bb310cf3ac3ed
1050,pc3,1,active,ARFF,53933,c,2014-10-06T23:57:13,1563,38,37,1,a93c30f6c357d3ee74bccb247b10ef68,3150570f5d6d9fac082510b9be34dc8af28cfbe5a0d6fd65bf2d42c8b05bd4cf
1053,jm1,1,active,ARFF,53936,defects,2014-10-06T23:57:19,10885,22,21,1,0c19aefce52ccb955d0de57e4c0fe8bf,f206e601f635f13d511ca34fccb3f2336dd1824db94f514de14780ae4a64576f
1054,mc2,1,active,ARFF,53937,c,2014-10-06T23:57:21,161,40,39,1,6e5e8eeba03890bdd4cba0759f21fc04,70244861b543e2fa4c4df9f45bae35970769a00f023b24e47df25f23f6a77765
1055,cm1_req,1,active,ARFF,53938,DEFECT,2014-10-06T23:57:23,89,9,7,2,936eb8687745f035d624d1353129860f,ce2067bb0563908fba74f21279947002930631ee477cc3477c35520d0d4cafc7
1056,mc1,1,active,ARFF,53939,c,2014-10-06T23:57:25,9466,39,38,1,139eb4f92bb7811f1c9e9fb19b3ba7f8,1ae809515d19d576665b5d06195205aa7ebd353709c6669afac61f31c2c52de5
1059,ar1,1,active,ARFF,53942,defects,2014-10-06T23:57:30,121,30,29,1,977f422973eaa6c3d1310fec4131ce67,f5174d25732aa754c9df4f6e5697d48c6a0af7447595cae28b437c15cacbd8e6
1060,ar3,1,active,ARFF,53943,defects,2014-10-06T23:57:31,63,30,29,1,5cd769131437cc864c7ef403a4c27aed,3acbfcd7715c235f5ee9295d34f27ebdaba6cf974e15e3aee9e385067de0d15b
1061,ar4,1,active,ARFF,53944,defects,2014-10-06T23:57:33,107,30,29,1,bd2fa52ed04501b9191c53c624edc64a,83abe05051e322ec0295a2b33363627d89642c68fd7864bcfdbbf3576d7da50a
1062,ar5,1,active,ARFF,53945,defects,2014-10-06T23:57:34,36,30,29,1,81fc805db5dbe61b6ab5aca294ab4fea,7bd0d55b71257e985447e2c65d81567be70a22ab42b45f344d77d465ae99aabe
1063,kc2,1,active,ARFF,53946,problems,2014-10-06T23:57:36,522,22,21,1,99e1aabb687c9bc20225f2899746832f,47f56b450b5035fca79f2f0b1bdca6a095325c53ca70bebfea05769876cbe65a
1064,ar6,1,active,ARFF,53947,defects,2014-10-06T23:57:38,101,30,29,1,ed824a21b297847af976f4eb7d05cdb6,83836fe67656ac75fba8bec4d317ebf6e9ae6739e6e975a83eb5ac9e5ea4bfcd
1065,kc3,1,active,ARFF,53948,c,2014-10-06T23:57:40,458,40,39,1,46e96c470360ac5c7bb97d7d210dfdb7,102021b9ee65d3d9b1116174ea4c43473c18f58ec0d70a47896c6b7de8b93e22
1066,kc1-binary,1,active,ARFF,53949,DL,2014-10-06T23:57:41,145,95,94,1,3ad86390401b9d3d92ac1cad69bbd1f5,7c776474cd890a5efa0019217c8378736f79ba54c04fde7f442238332e559d21
1067,kc1,1,active,ARFF,53950,defects,2014-10-06T23:57:43,2109,22,21,1,bcc004464934075ecaf54d84e45c427a,b73b58c0b24dfd0e8cb7698b1cefbbe9a79a0e83b7cf71b2e24cb02472e30140
1068,pc1,1,active,ARFF,53951,defects,2014-10-06T23:57:45,1109,22,21,1,32f17b71c893473d8e0645d268796794,8795c3667221e690b37197d284a6d9b9cd6c6d89db9b13608066a2d49af3c334
1069,pc2,1,active,ARFF,53952,c,2014-10-06T23:57:47,5589,37,36,1,496ef555e471f57e5092267c92e1b3c3,61763e9756f1a79403a9c6e0602bb9b5f07421fc6dfa2a995fc5761e910fd8b6
1071,mw1,1,active,ARFF,53954,c,2014-10-06T23:57:50,403,38,37,1,2c269007151fe2d533540848a8fc2e8a,84c2ff2f2086a1f0c5857e373a7268b38b54c0c2d94e074380bb90da85fa4d0e
1073,jEdit_4.0_4.2,1,active,ARFF,53956,Bug-count,2014-10-06T23:57:53,274,9,8,1,cbadb9eab52466c03bd8f3f885b45f3c,1fd7a783cf532ac038dae8232b84a1e88a45f6376f88fdb2c9d29f8519490b29
1075,datatrieve,1,active,ARFF,53958,Faulty6_1,2014-10-06T23:57:57,130,9,8,1,9b81608d8124bb8ccff96343de3b2959,ba6653063644cf2b623bc437f7baf5f027bb11470923ca26f4dfbccc4c0c2b61
1085,anthracyclineTaxaneChemotherapy,1,active,ARFF,1390177,Decision,2014-10-07T00:02:59,159,61360,61359,1,72324214d9d82abdf97adbe16e1d1ac8,b9a546f6735a20b59ce1b9d3020cd59498325159ae8dd4566c1d1d1e806a36d0
1101,lymphoma_2classes,1,active,ARFF,53984,class,2014-10-07T00:04:28,45,4027,4026,1,747655b7a4842a5c5f384ed6f44807ab,8784f591a2714bf53d9e6f93171edfa98959daf4b2b005513374202a5ff8f73f
1104,leukemia,1,active,ARFF,53987,CLASS,2014-10-07T00:04:35,72,7130,7129,1,338f0779a7c2e0ad62f98d987b43edae,713e446844d5f4b88b1b111b9ded941b93b3868fb2b6ad24c6290b7b601d20ec
1107,tumors_C,1,active,ARFF,53990,CLASS,2014-10-07T00:04:43,60,7130,7129,1,84eaa91dd08ff982e2aa732fe7391c56,c5d70ef1900e165c9442f667f3c70689a781a41f028ebe18e3f336770e3d2dcd
1111,KDDCup09_appetency,1,active,ARFF,53994,APPETENCY,2014-10-07T00:07:55,50000,231,192,39,50ca6df0132c6262fa5763edd7b3884c,8b102ab8fb264ea3a1544adc8e173a5c8d4c314e08d405704a859b5b05c809cf
1112,KDDCup09_churn,1,active,ARFF,53995,CHURN,2014-10-07T00:08:02,50000,231,192,39,3cf8299181a0742893a10660e53f9d0a,1c05cd7d1a08a635c6261de2df7d911468ddd6c1ad3261f28122e63f26c60cf4
1114,KDDCup09_upselling,1,active,ARFF,53997,UPSELLING,2014-10-07T00:08:27,50000,231,192,39,7c517e830d9ff93e5e0437e3c58d9939,bdb14e3e9f636d2c843c52c3efe77b46f24344f97b71756574a1f43c26f93046
1116,musk,1,active,ARFF,53999,class,2014-10-07T00:41:54,6598,168,166,2,08a7f184b6cb2375d5b2b75bbeaaf611,433bf5edbd433ed0a9185fb97d7a6df803f571acf4559defaee91d2e55e2f913
1119,adult-census,1,active,ARFF,54002,class,2014-10-07T00:41:59,32561,16,7,9,68352d5dab8f3e51fe4cb736a5afecad,d471120d8ba4c095ed32648b042e4304a4c7f9f086a367c7c166685be0abdf33
1120,MagicTelescope,1,active,ARFF,54003,class:,2014-10-07T00:42:01,19020,12,11,1,f6dee76810bd7211716fee7b2b0317cb,a4f98c9591cac0ae8db03e6e7d98152fec3bd7d925afb40c00a6023983c79634
1121,badges2,1,active,ARFF,54004,class,2014-10-07T00:42:03,294,11,7,4,f10c6b6b7e7f582214073afe4f317b9f,670b2fa603fd693d53658b4e397d86252e16f7de2664ef2ce9edee7d62631022
1122,AP_Breast_Prostate,1,active,ARFF,54005,Tissue,2014-10-07T00:51:40,413,10936,10935,1,1e8b46745617dfd37ef683a0fa04e7a5,e53099922f45bb38e3d17931aa3f28798f206c6597ba993bf2ec5db8249b52bd
1123,AP_Endometrium_Breast,1,active,ARFF,54006,Tissue,2014-10-07T00:51:45,405,10936,10935,1,4ed138323e3521ebc469004f1dc66b29,93425c658c12c209009b1ef4a8080986d8e724687f20e32af603153c90692505
1124,AP_Omentum_Uterus,1,active,ARFF,54007,Tissue,2014-10-07T00:51:49,201,10936,10935,1,3c05b7662d94196564f561cc0a7dbb92,13ba0f7e4e23c3ecf3168b76a84fc7ae8c15cc4a1f6ef0b6e36b5898107c2a4d
1125,AP_Omentum_Prostate,1,active,ARFF,54008,Tissue,2014-10-07T00:51:52,146,10936,10935,1,5c81ffc20d2fa81bd2f6b845902ce12b,cb1bce17e18dee6c6c5f73ba87e1f33b05791edc61ff0797e7b6448fe12299e8
1126,AP_Colon_Lung,1,active,ARFF,54009,Tissue,2014-10-07T00:51:58,412,10936,10935,1,35f668fdc0644afc7bec0e7ad6f961d6,8d82e0e4ba0517ceb70928dac336f124e1e1030b85435658fa2ee5ea83873291
1127,AP_Breast_Omentum,1,active,ARFF,54010,Tissue,2014-10-07T00:52:04,421,10936,10935,1,0bd300b5a5446d38d684e542e9c6b807,4b4a8441a8f0801a08b9be62b5c4686f194f85590f12ff3ff9eafcdd35510d52
1128,OVA_Breast,1,active,ARFF,54011,Tissue,2014-10-07T00:52:19,1545,10936,10935,1,8a7e2c9e1cb53295d074e03189b505bc,b0bbe622e952af5be56499257fec3d830646d277f45a42a3b67381d8d43c1937
1129,AP_Uterus_Kidney,1,active,ARFF,54012,Tissue,2014-10-07T00:52:24,384,10936,10935,1,1872ecdf2fd74c68dbc6df1be36c1145,868eb0695e01756406786fee405b59652356a5480f7fcbfa87e98e69bd7af503
1130,OVA_Lung,1,active,ARFF,54013,Tissue,2014-10-07T00:52:39,1545,10936,10935,1,534415d3c6a24813fb89d16bef3ecb3a,2db391294dc4d3726bb4ed9f2eaf79a70c53327b9dce3c2f281c159f3c1df56a
1131,AP_Prostate_Uterus,1,active,ARFF,54014,Tissue,2014-10-07T00:52:43,193,10936,10935,1,97751626902f17a7ff5f33146d8ec248,10b621a2e208dc34ff71b580c1b62e7fe5d6a3a84b72c51333d0de14fbc4d13a
1132,AP_Omentum_Lung,1,active,ARFF,54015,Tissue,2014-10-07T00:52:46,203,10936,10935,1,ccb939dada86b7431abdc1f38b20fa19,9b1dcf9c820aa2479d2852367ddf561a345c1c76811a208f6db86835e2ac3e5d
1133,AP_Endometrium_Colon,1,active,ARFF,54016,Tissue,2014-10-07T00:52:51,347,10936,10935,1,c57f9e32e1fe434563a5962bf37f6c75,60a804dec17f00b145b803a4b432c1ba700e3f11941a44bbc1690a8475adcea3
1134,OVA_Kidney,1,active,ARFF,54017,Tissue,2014-10-07T00:53:06,1545,10936,10935,1,d69cbf5b501a0081acf491f5a0a4d9ab,987f38fbfdb56f5f1e8ceef37561c62be19bc86260f26e0b1c33c0955312ce55
1135,AP_Colon_Prostate,1,active,ARFF,54018,Tissue,2014-10-07T00:53:11,355,10936,10935,1,2b2839755308e408322aa1c1143e3f73,8a18ee3b41502f2cd12e9d35f49c5c7b7160bfc097d1d250d28de7a4e67f8c42
1136,AP_Lung_Uterus,1,active,ARFF,54019,Tissue,2014-10-07T00:53:15,250,10936,10935,1,8d5e76428b958eedf5bc92ae0134dacf,9bfabc3173f0f35fa661c3990d9a5ba156bfeabd00413b1a39b1ba139f376c4d
1137,AP_Colon_Kidney,1,active,ARFF,54020,Tissue,2014-10-07T00:53:21,546,10936,10935,1,02760e13bb5ede875bae49bb99ac6a35,61993c8d91392a0b970eb0a191fa251bbbdbaaddfb5f5ef28121370f33f51549
1138,OVA_Uterus,1,active,ARFF,54021,Tissue,2014-10-07T00:53:35,1545,10936,10935,1,e6af0067cb3f2d15b32f85ff6320e2b7,809481269bbcdc6a27baceba1711935becf9fbc2b4b77fe7c559bbc7763711f4
1139,OVA_Omentum,1,active,ARFF,54022,Tissue,2014-10-07T00:53:48,1545,10936,10935,1,cb3b83d48f012b54cf7f8e6ed61e6bf7,eddc799b24b3a6575ef9c6dadf710f90172130ad04cac501f7e50d663369e54d
1140,AP_Ovary_Lung,1,active,ARFF,54023,Tissue,2014-10-07T00:53:53,324,10937,10936,1,7a626a33770eeaeebd6bc26130d9b5f7,7cad4e119b4423cf089b3789f88c093563b2334699e74c5ebec09052ff6f698b
1141,AP_Endometrium_Prostate,1,active,ARFF,54024,Tissue,2014-10-07T00:53:56,130,10936,10935,1,589d6d7fc78c26c229c1b0a8c0617e5c,601361e85e15bbf7b18b33f6df77dbfbcb2ecf4ea0f7aa41596d8a921405b0be
1142,OVA_Endometrium,1,active,ARFF,54025,Tissue,2014-10-07T00:54:09,1545,10936,10935,1,f0057df5c94264c8f63113b5a4b11005,9f5201c8a3e9b8dc4cb8cd74b62429725c0775471380766c170272b26c63906e
1143,AP_Colon_Omentum,1,active,ARFF,54026,Tissue,2014-10-07T00:54:15,363,10936,10935,1,bbfaa68b8bfa4070cff46500c60109e2,0d45c60cf9f92def80a35477f1dce35ee1e74e3a2ad4720dd268f52c910eca9e
